How do I love thee ?,how,how do,WRB,VBP,VB,DESC
Which type of soda has the greatest amount of caffeine ?,which,which type,WDT,NN,VBZ,ENTY
What nationality is a Sicilian ?,what,what nationality,WDT,NN,VBZ,LOC
What is the most common boy 's or girl 's name ?,what,what is,WP,VBZ,VBZ,HUM
"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",which,who was which opened,WDT,VBD,VBD,HUM
What color was the hundred billionth crayon made by Crayola ?,what,what color,WDT,NN,VBD,ENTY
What soft drink tells us to `` Go Hawaiian '' ?,what,what soft,WDT,JJ,VBZ,ENTY
How does a hydroelectric dam work ?,how,how does,WRB,VBZ,NN,DESC
What is the oldest building in the United States ?,what,what is,WP,VBZ,VBZ,LOC
What is the West Virginia state animal ?,what,what is,WP,VBZ,VBZ,ENTY
How many people died on South Carolina highways in 1998 ?,how,how many,WRB,JJ,VBD,NUM
What are binomial coefficients ?,what,what are,WP,VBP,VBP,DESC
What was The Living Room War ?,what,what was,WP,VBD,VBD,DESC
What are some translations of the phrase `` Thank-you '' ?,what,what are,WP,VBP,VBP,ENTY
What is President Nixon 's birthdate ?,what,what is,WP,VBZ,VBZ,NUM
What is `` the great American family cereal '' ?,what,what is,WP,VBZ,VBZ,ENTY
"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",what,what was,WP,VBD,VBG,DESC
How many people died in the Vietnam war ?,how,how many,WRB,JJ,VBD,NUM
What year did Montana become a state ?,what,what year,WDT,NN,VB,NUM
When was the USSR dissolved ?,when,when was,WRB,VBD,VBD,NUM
Why are there letters on the telephone ? Why are there no Q or Z ?,why,why are,WRB,VBP,VBP,DESC
What Japanese city was once called Edo ?,what,what japanese,WP,JJ,VBN,LOC
Who did the Seven Mules block for ?,who,who did,WP,VBD,VBD,HUM
What is the world 's largest distilling company ?,what,what is,WP,VBZ,VBZ,HUM
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",who,what 's who starred,WP,VBD,VBZ,HUM
Where is one 's corpus callosum found ?,where,where is,WRB,VBZ,VBN,LOC
Who did Napolean defeat at Jena and Auerstadt ?,who,who did,WP,VBD,VBD,HUM
What household products are there for adult acne ?,what,what household,WDT,NN,VBP,ENTY
What British prime minister and U.S. president were seventh cousins once-removed ?,what,what british,WDT,JJ,VBD,HUM
What is the most expensive car in the world ?,what,what is,WP,VBZ,VBZ,ENTY
What is an Angelus ?,what,what is,WP,VBZ,VBZ,DESC
How many objects orbit the Earth ?,how,how many,WRB,JJ,VBP,NUM
What was the tragedy that struck the city of Dogtown in 1899 ?,that,what was that struck,WDT,VBD,VBD,ENTY
What 's the oldest capital city in the Americas ?,what,what 's,WP,VBZ,VBZ,LOC
What Leon Uris novel dealt with the Russian capture of Berlin ?,what,what leon,WP,NNP,VBD,ENTY
"What is the location of Edinburgh , Scotland ?",what,what is,WP,VBZ,VBZ,LOC
How many muscles does the average adult use when going for a walk ?,when,how many when going,WRB,VBG,VBZ,NUM
How long do you have to live in a community to vote ?,how,how long,WRB,RB,VB,NUM
What was the name of the Titanic 's captain ?,what,what was,WP,VBD,VBD,HUM
Name of heroine in `` Scruples '' ?,,,,,NN,HUM
How big is the Chappellet vineyard ?,how,how big,WRB,JJ,VBZ,NUM
Jackson Pollock was a native of what country ?,what,what country,WP,NN,VBD,LOC
What makes sperm ?,what,what makes,WP,VBZ,VBZ,DESC
How do I know how much money to save for retirement ?,how,how do how much,WRB,JJ,VB,DESC
What does the dot on the letter i mean ?,what,what does,WP,VBZ,VBP,DESC
Who wrote The Godfather ?,who,who wrote,WP,VBD,VBD,HUM
What is the origin of the term soda jerk ?,what,what is,WP,VBZ,VBZ,DESC
What is the frequency of VHF ?,what,what is,WP,VBZ,VBZ,NUM
What sport does Chris Jogis play ?,what,what sport,WDT,NN,VB,ENTY
What island was the target of the U.S. 's Operation Urgent Fury ?,what,what island,WDT,NN,VBD,LOC
What is a fear of robbers ?,what,what is,WP,VBZ,VBZ,ENTY
What Nevil Shute novel is about the doomed survivors of a nuclear war ?,what,what nevil,WP,NNP,VBZ,ENTY
What is the cause of endangered species ?,what,what is,WP,VBZ,VBZ,DESC
Which of the following TV newsmen was a Rhodes scholar ?,which,which of,WDT,IN,VBD,HUM
What did Warlock wear on his forehead in Marvel comics ?,what,what did,WP,VBD,VB,ENTY
What is the softest part of the body ?,what,what is,WP,VBZ,VBZ,ENTY
What six-foot temperance advocate wielded her hatchet on saloons ?,what,what six,WP,CD,VBD,HUM
How many islands does Fiji have ?,how,how many,WRB,JJ,VB,NUM
What line divided the North and South in the U.S. Civil War ?,what,what line,WDT,NN,VBD,ENTY
What is the definition of cecum ?,what,what is,WP,VBZ,VBZ,DESC
Who invented volleyball ?,who,who invented,WP,VBD,VBD,HUM
What 's the most powerful country in the world ?,what,what 's,WP,VBZ,VBZ,LOC
How do I do this ?,how,how do,WRB,VBP,VB,DESC
Name a ballet company Mikhail Baryshnikov has danced for ?,,,,,VBN,HUM
Who led the Normans to victory in the Battle of Hastings ?,who,who led,WP,VBD,VBD,HUM
What is the origin of the word `` Teddy bear '' ?,what,what is,WP,VBZ,NN,DESC
What percentage of the world 's plant and animal species can be found in the Amazon forests ?,what,what percentage,WDT,NN,VBN,NUM
"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",what,what 's,WP,VBZ,VBZ,HUM
Who invented the horoscope ?,who,who invented,WP,VBD,VBD,HUM
What nutrients are for healthy bones and teeth ?,what,what nutrients,WDT,NNS,VBP,ENTY
What are Fortune 500 companies ?,what,what are,WP,VBP,VBP,DESC
What is the difference between ninjitsu and kung fu ?,what,what is,WP,VBZ,VBZ,DESC
What king was forced to agree to the Magna Carta ?,what,what king,WDT,NN,VBN,HUM
How many electoral college votes does Colorado have ?,how,how many,WRB,JJ,VB,NUM
What were Babe Ruth 's Christian names ?,what,what were,WP,VBD,VBD,HUM
How many bottles of wine were prisoners in the Bastille allowed per day ?,how,how many,WRB,JJ,VBD,NUM
Where do lobsters like to live ?,where,where do,WRB,VBP,JJ,LOC
"Who was the first elected mayor of Washington , D.C. ?",who,who was,WP,VBD,VBD,HUM
What are the wolverine habits ?,what,what are,WP,VBP,VBP,ENTY
How do you fix squeaky floors ?,how,how do,WRB,VBP,VB,DESC
When was the Big Thompson flood ?,when,when was,WRB,VBD,VBD,NUM
What good are mosquitoes ?,what,what good,WDT,JJ,VBP,DESC
How do you get bubblegum out of carpet ?,how,how do,WRB,VBP,VB,DESC
"What 's played at Wembley Stadium , London , every May ?",what,what 's,WP,VBZ,VBN,ENTY
"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",who,who wrote,WP,VBD,VBD,HUM
How many hours of work does it take a typist to complete a 100-page screenplay ?,how,how many,WRB,JJ,VB,NUM
What is Alice Cooper 's real name ?,what,what is,WP,VBZ,VBZ,HUM
What is the Peloponnesian League ?,what,what is,WP,VBZ,VBZ,DESC
What two cities usually mark the extremes of English Channel swims ?,what,what two,WP,CD,VBZ,LOC
How many times does the tide ebb and flow each day ?,how,how many,WRB,JJ,VBZ,NUM
Who invented television ?,who,who invented,WP,VBD,VBD,HUM
What are tannins ?,what,what are,WP,VBP,VBP,DESC
How does General Mills manufacture Cheerios ?,how,how does,WRB,VBZ,VB,DESC
What was Jimmy Durante 's theme song ?,what,what was,WP,VBD,VBD,ENTY
Name the person who burst through the screen in the Lite beer commercials .,who,who burst,WP,VBP,VB,HUM
What delicacy is known indelicately as pickled roe ?,what,what delicacy,WP,NN,VBN,ENTY
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,what,what after,WP,IN,VBN,ENTY
What U.S. vice-president killed Alexander Hamilton in a duel ?,what,what u.s.,WP,NNP,VBD,HUM
What 's the Fahrenheit equivalent of zero degrees centigrade ?,what,what 's,WP,VBZ,VBZ,NUM
How many muscles does an oyster have ?,how,how many,WRB,JJ,VB,NUM
"What card game derived its name from biritch , or Russian Whist ?",what,what card,WDT,NN,VBD,ENTY
Who wrote `` Much Ado About Nothing '' ?,who,who wrote,WP,VBD,VBD,HUM
What is the collective noun for geese ?,what,what is,WP,VBZ,VBZ,ENTY
What personality traits are Capricorns said to have ?,what,what personality,WDT,NN,VBD,DESC
Where can I get information concerning child custody files for the State of Utah ?,where,where can,WRB,MD,VB,LOC
What was John F. Kennedy 's 1960 campaign song ?,what,what was,WP,VBD,VBD,ENTY
What Louisiana Senator won a seat that had been held by his father and mother ?,that,what louisiana that had,WDT,VBD,VBD,HUM
What hymn did John Steinbeck get his title The Grapes of Wrath from ?,what,what hymn,WDT,NN,VB,ENTY
What invention does the principle of conservation of energy make impossible ?,what,what invention,WDT,NN,VBP,ENTY
What 's the highest-ranking suit in bridge ?,what,what 's,WP,VBZ,VBZ,ENTY
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,who,who won,WP,VBD,VBD,HUM
What writer is famous for physically putting himself into the center of his subject matter ?,what,what writer,WDT,NN,VBZ,HUM
Who 's the lead singer of the Led Zeppelin band ?,who,who 's,WP,VBZ,VBZ,HUM
"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",what,what seafarers,WP,NNS,VBD,HUM
Who plays the cop in the movie `` Kindergarten Cop '' ?,who,who plays,WP,VBZ,VBZ,HUM
How many characters makes up a word for typing test purposes ?,how,how many,WRB,JJ,VBZ,NUM
What non-mechanical sport achieves the highest speeds ?,what,what non,WDT,JJ,VBZ,ENTY
What was the 1940 annual salary for a boilermaker ?,what,what was,WP,VBD,VBD,NUM
"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",who,who created,WP,VBD,VBD,HUM
"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",when,what indoor when the,WRB,DT,VBD,ENTY
What country saw the origin of the Asian Flu ?,what,what country,WP,NN,VBD,LOC
Who is the richest woman in the world ?,who,who is,WP,VBZ,VBZ,HUM
Where can I take a test that will tell me what I should be when I grow up ?,when,where can that will what i when i,WRB,PRP,VB,LOC
What caused the death of Bob Marley ?,what,what caused,WP,VBD,VBD,DESC
"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",what,what 's,WP,VBZ,VBZ,HUM
What daily newspaper will `` help you see clearer across the USA '' ?,what,what daily,WDT,JJ,VB,ENTY
What lake in Scotland is said to hold one or more monsters ?,what,what lake,WP,NN,VBN,LOC
Who were the 1974 Oscar winners ?,who,who were,WP,VBD,VBD,HUM
What kind of business is 7-Eleven ?,what,what kind,WDT,NN,VBZ,HUM
What is Sinn Fein ?,what,what is,WP,VBZ,VBZ,DESC
"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",what,what is,WP,VBZ,VBZ,ENTY
What do river otters eat ?,what,what do,WP,VBP,VB,ENTY
"Who wrote the book , `` Huckleberry Finn '' ?",who,who wrote,WP,VBD,VBD,HUM
Who would you use the Heimlich maneuver on ?,who,who would,WP,MD,VB,HUM
What famed library can you reach by dialing 22-287-5 ?,what,what famed,WDT,JJ,VB,LOC
What five-time winner of the Kentucky Derby lost his first 25 races ?,what,what five,WP,CD,VBD,ENTY
What did Vasco da Gama discover ?,what,what did,WP,VBD,NN,ENTY
What is Megan 's law ?,what,what is,WP,VBZ,VBZ,DESC
Where can I get a complete listing of showtimes in my area ?,where,where can,WRB,MD,VB,LOC
Where 's Montenegro ?,where,where 's,WRB,VBZ,VBZ,LOC
What is usenet for the Internet ?,what,what is,WP,VBZ,VBZ,DESC
What are field effect transistors ?,what,what are,WP,VBP,VBP,DESC
What was the killer whale who died at Sea World of a fungal infection named ?,who,what was who died,WP,VBD,VBD,ENTY
What is witch hazel ?,what,what is,WP,VBZ,VBZ,DESC
What is state tree of Nebraska ?,what,what is,WP,VBZ,VBZ,ENTY
Where is Glasgow ?,where,where is,WRB,VBZ,VBZ,LOC
Why is Chicago named Chicago ?,why,why is,WRB,VBZ,VBN,DESC
What three colors of ink are used to print a U.S. dollar bill ?,what,what three,WP,CD,VBN,ENTY
What exactly is the purpose of the anteater ?,what,what exactly,WP,RB,VBZ,DESC
What is the correct way to use `` may '' vs. `` might '' ?,what,what is,WP,VBZ,VBZ,ENTY
What North American city boasts the biggest Polish population ?,what,what north,WP,JJ,VBZ,LOC
"What radio , TV and movie character did Jackie Gleason and William Bendix play ?",what,what radio,WDT,NN,VB,HUM
"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",which,where is which merchant,WDT,NNP,VBN,LOC
What does a pedometer measure ?,what,what does,WP,VBZ,NN,ENTY
What is Maurizio Pellegrin 's age ?,what,what is,WP,VBZ,VBZ,NUM
How many thousands of students attend the University of Massachusetts ?,how,how many,WRB,JJ,VBP,NUM
Name the U.S. Senate majority leader and the Speaker of the House .,,,,,VB,HUM
What name did football 's New York Titans adopt in 1963 ?,what,what name,WDT,NN,VBP,HUM
What female suspect in the game of Clue is single ?,what,what female,WDT,JJ,VBZ,HUM
Who owns CNN ?,who,who owns,WP,VBZ,VBZ,HUM
About how many Americans are still unaccounted for from the Vietnam war ?,how,how many,WRB,JJ,JJ,NUM
What is the chemical reactivity of neon ?,what,what is,WP,VBZ,VBZ,NUM
What is an auto-commentary ?,what,what is,WP,VBZ,VBZ,DESC
What is the oldest website on the Internet ?,what,what is,WP,VBZ,VBZ,LOC
What is deconstructionism ?,what,what is,WP,VBZ,VBZ,DESC
What did Lenny Bruce say that got him arrested ?,what,what did,WP,VBD,VB,DESC
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,what,what newspaper,WDT,NN,VBD,ENTY
What is a fear of speaking ?,what,what is,WP,VBZ,VBZ,ENTY
What was Hitler 's favorite movie ?,what,what was,WP,VBD,VBD,ENTY
Why do airliners crash vs. gliding down ?,why,why do,WRB,VBP,VB,DESC
What are those little blue reflectors in the middle of the road for ?,what,what are,WP,VBP,VBP,DESC
"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",what,what member,WDT,NN,VBZ,HUM
How is saline used in medicine ?,how,how is,WRB,VBZ,VBN,DESC
"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",which,what is which results,WDT,VBZ,VBZ,ENTY
"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",what,what incident,WDT,NN,VBP,ENTY
What country are you visiting if you land at President Duvalier Airport ?,what,what country,WDT,NN,VBG,LOC
What attorney-general ordered the closing of Alcatraz ?,what,what attorney,WDT,NN,VBD,HUM
What is the capital of Congo ?,what,what is,WP,VBZ,VBZ,LOC
What is the text of the Fifth Amendment ?,what,what is,WP,VBZ,VBZ,DESC
What is a country that starts with the letter x ?,that,what is that starts,WDT,VBZ,VBZ,LOC
What countries earn the most from tourism ?,what,what countries,WDT,NNS,VBP,LOC
What is the Internet2 ?,what,what is,WP,VBZ,VBZ,DESC
Which city in China has the largest number of foreign financial companies ?,which,which city,WDT,NN,VBZ,LOC
When are the Oscars Academy Awards in 1999 ?,when,when are,WRB,VBP,VBP,NUM
Who was the prophet of the Jewish people ?,who,who was,WP,VBD,VBD,HUM
What is the most common name ?,what,what is,WP,VBZ,VBZ,HUM
Who was the oldest U.S. president ?,who,who was,WP,VBD,VBD,HUM
"What common plant has a button , cap , cup , gills , and ring ?",what,what common,WP,JJ,VBZ,ENTY
When was Dubai 's first concrete house built ?,when,when was,WRB,VBD,VBN,NUM
What is the Milky Way ?,what,what is,WP,VBZ,VBZ,DESC
What is Remembrance Day all about ?,what,what is,WP,VBZ,VBZ,DESC
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,what,what food,WDT,NN,VBP,ENTY
What diamond producer controls about 80% of the world 's diamonds ?,what,what diamond,WDT,NN,VBZ,HUM
Who is the prophet of the religion of Islam ?,who,who is,WP,VBZ,VBZ,HUM
Who portrayed Maggio in the film From Here to Eternity ?,who,who portrayed,WP,VBD,VBD,HUM
Where are zebras most likely found ?,where,where are,WRB,VBP,VBN,LOC
What are the odds of giving birth to twins ?,what,what are,WP,VBP,VBP,NUM
"What is the best place to live in the world , considering climate , civilization ?",what,what is,WP,VBZ,VBZ,LOC
What is meant by `` capital market '' ?,what,what is,WP,VBZ,VBN,DESC
"In My Antonia , how is Mr. Shimerda out of place on the farm ?",how,how is,WRB,VBZ,VBZ,DESC
What ship did Lloyd M. Bucher command ?,what,what ship,WDT,NN,NN,ENTY
Name a medicine commonly used to combat AIDS ?,,,,,VB,ENTY
What is the difference between hair and fur ?,what,what is,WP,VBZ,VBZ,DESC
What is the difference between love and infatuation ?,what,what is,WP,VBZ,VBZ,DESC
Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,,,,,VB,HUM
What foods contain vitamin B12 ?,what,what foods,WDT,NNS,VBP,ENTY
What is the amount of money owed for illegally having a dog on a beach ?,what,what is,WP,VBZ,VBZ,NUM
What are the first and last letters of the Greek alphabet ?,what,what are,WP,VBP,VBP,ENTY
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?,which,what is which i,WDT,PRP,VBZ,LOC
How big is the largest diamond ?,how,how big,WRB,JJ,VBZ,NUM
What are some ways to help someone with Chicken Pox ?,what,what are,WP,VBP,VBP,ENTY
How do I find out the exact time of a sunset for a particular day ?,how,how do,WRB,VBP,VB,DESC
When did the original Howdy Doody show go off the air ?,when,when did,WRB,VBD,VB,NUM
How many languages are there in the world ?,how,how many,WRB,JJ,VBP,NUM
Who was Picasso ?,who,who was,WP,VBD,VBD,HUM
Who were the only two bald U.S. Presidents ?,who,who were,WP,VBD,VBD,HUM
Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,which,which member,WDT,NN,VBD,HUM
What river flows past the Temple of Karnak ?,what,what river,WDT,NN,VBZ,LOC
What comedian was The Perfect Fool ?,what,what comedian,WDT,NN,VBD,HUM
What are the benefits of a rowing machine ?,what,what are,WP,VBP,VBP,DESC
Where do you find information about the Queensland National Competition Policy,where,where do,WRB,VBP,VB,LOC
What 's a `` coup de poing '' to a French boxer ?,what,what 's,WP,VBZ,VBZ,DESC
What 's the difference between carelessness and carefreeness ?,what,what 's,WP,VBZ,VBZ,DESC
What is the Islamic counterpart to the Red Cross ?,what,what is,WP,VBZ,VBZ,ENTY
Why does tuberculosis afflict people ?,why,why does,WRB,VBZ,VB,DESC
Who loved Flash Gordon besides Dale ?,who,who loved,WP,VBD,VBD,HUM
What is tyvek ?,what,what is,WP,VBZ,VBZ,DESC
What do humans catch zoonose diseases from ?,what,what do,WP,VBP,VB,ENTY
How did Asia get its name ?,how,how did,WRB,VBD,VB,DESC
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,what,what was,WP,VBD,VBD,ENTY
Where can I get information on the original 13 US colonies ?,where,where can,WRB,MD,VB,LOC
For what disease is the drug Sinemet used as a treatment ?,what,what disease,WDT,NN,VBZ,ENTY
What are three ways in which wind is created on the earth ?,which,what are which wind,WDT,NN,VBP,ENTY
What gender is not allowed to vote in Kuwait ?,what,what gender,WDT,NN,VBN,ENTY
How many inches over six feet is Tom Selleck ?,how,how many,WRB,JJ,VBZ,NUM
What is the name of the disease that actress Hunter Tylo 's baby girl has ?,that,what is that actress,WDT,NN,VBZ,ENTY
Who 's the only president buried in Washington,who,who 's,WP,VBZ,VBZ,HUM
How much could you rent a Volkswagen bug for in 1966 ?,how,how much,WRB,JJ,VB,NUM
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?,,,,,VBN,HUM
"What is the mean income of the top 10% , top 5% , and top 1% ?",what,what is,WP,VBZ,VBZ,NUM
What North American city sprouts the most parking meters ?,what,what north,WP,JJ,VBZ,LOC
What is the largest and most expensive freeway construction project in the U.S. right now ?,what,what is,WP,VBZ,VBZ,LOC
What can I do to get into an Ivy League school ?,what,what can,WP,MD,VB,DESC
What film did Louise Fletcher win the best actress Oscar for ?,what,what film,WDT,NN,VBD,ENTY
Where did Gulliver find a race of tiny people ?,where,where did,WRB,VBD,VB,LOC
"What 1950 film won seven Oscars , including best picture ?",what,what 1950,WP,CD,VBD,ENTY
How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,how,how much,WRB,RB,VBZ,NUM
How much do tuberculosis combatting drugs cost ?,how,how much,WRB,JJ,VBP,NUM
President Bush compared Saddam Hussein to whom ?,whom,whom ?,WP,.,VBD,HUM
What 's the name of Pittsburgh 's baseball team ?,what,what 's,WP,VBZ,VBZ,HUM
What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,what,what shakespeare,WP,NNP,VBZ,ENTY
"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?",what,what tv,WDT,NN,VBD,HUM
Who created the character James Bond ?,who,who created,WP,VBD,VBD,HUM
What type of exercise burns the most calories ?,what,what type,WDT,NN,VBZ,ENTY
What is `` the only cigarette made with no leftovers '' ?,what,what is,WP,VBZ,VBZ,DESC
Where did the Japanese Imperial Forces surrender to end WWII ?,where,where did,WRB,VBD,VBP,LOC
What is Mikhail Gorbachev 's middle initial ?,what,what is,WP,VBZ,VBZ,ABBR
How many rows of whiskers does a cat have ?,how,how many,WRB,JJ,VB,NUM
What British general surrendered to the colonial army at Saratoga ?,what,what british,WDT,JJ,VBD,HUM
"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",how,how can,WRB,MD,VBP,DESC
"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",what,what product,WDT,NN,VBP,ENTY
What is the world population as of today ?,what,what is,WP,VBZ,VBZ,NUM
What is the history of Buffalo chicken wings ?,what,what is,WP,VBZ,VBZ,DESC
What is humidity ?,what,what is,WP,VBZ,VBZ,DESC
"What kind of creatures are black , yellow , and brown bullheads ?",what,what kind,WDT,NN,VBP,ENTY
What city would you be in if you were feeding the pigeons in the Piazza San Marco ?,what,what city,WDT,NN,VB,LOC
What artist 's studio was the Bateau-Lavoir in Montmartre ?,what,what artist,WDT,NN,VBD,HUM
What is the name of the planet that the Ewoks live on ?,that,what is that the,WDT,DT,VBZ,LOC
How many words are there in the Spanish language ?,how,how many,WRB,JJ,VBP,NUM
Where is there information on the novel `` El Cid '' ?,where,where is,WRB,VBZ,VBZ,LOC
What is the chemical formula for napalm ?,what,what is,WP,VBZ,VBZ,ENTY
What is yohimbine ?,what,what is,WP,VBZ,VBZ,DESC
What is `` Chicago Hope '' ?,what,what is,WP,VBZ,VBZ,DESC
How many members of a family could be drafted in the U.S. military during World War II ?,how,how many,WRB,JJ,VBN,NUM
"Who wrote the song , `` Silent Night '' ?",who,who wrote,WP,VBD,VBD,HUM
What company is the largest Japanese ship builder ?,what,what company,WDT,NN,VBZ,HUM
What does the `` blue ribbon '' stand for ?,what,what does,WP,VBZ,NN,ABBR
What is the average date when most malls begin putting up Christmas holiday decorations ?,when,what is when most,WRB,JJS,VBZ,NUM
How many characters are in the Chinese alphabet ?,how,how many,WRB,JJ,VBP,NUM
Where is Burma ?,where,where is,WRB,VBZ,VBZ,LOC
Who wrote The Collector ?,who,who wrote,WP,VBD,VBD,HUM
Which major diamond producer is based in South Africa ?,which,which major,WDT,JJ,VBN,HUM
Who was Samuel Johnsons 's friend and biographer ?,who,who was,WP,VBD,VBD,HUM
What kind of women gave Sigmund Freud erotic dreams ?,what,what kind,WDT,NN,VBD,HUM
What are the Cleveland Indians also called ?,what,what are,WP,VBP,VBD,ENTY
What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,what,what commodity,WP,NN,VBD,ENTY
How many hummingbird eggs could fit in one ostrich egg ?,how,how many,WRB,JJ,VB,NUM
"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?",who,who wrote,WP,VBD,VBD,HUM
Who played the father on `` Charles in Charge '' ?,who,who played,WP,VBD,VBD,HUM
What is the gestation period for human pregnancies ?,what,what is,WP,VBZ,VBZ,NUM
Where did the name Daniel originate ?,where,where did,WRB,VBD,VBD,LOC
What are common methods used to regulate monopolies ?,what,what are,WP,VBP,VBP,ENTY
What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?,what,what category,WDT,NN,VBZ,DESC
How long does the average domesticated ferret live ?,how,how long,WRB,RB,RB,NUM
Name the Islamic counterpart to the Red Cross .,,,,,VB,ENTY
What are the historical trials following World War II called ?,what,what are,WP,VBP,VBP,ENTY
What states do not have state income tax ?,what,what states,WDT,NNS,VB,LOC
What city has the two steepest streets in the U.S. ?,what,what city,WDT,NN,VBZ,LOC
What is Margaret Thatcher known for ?,what,what is,WP,VBZ,VBZ,DESC
Name the country of giants twelve times the size of man in `` Gulliver 's Travels . '',,,,,VB,LOC
What 's men 's par on a 455-yard golf hole ?,what,what 's,WP,VBZ,VBZ,NUM
What four elements make up 90 percent of the human body ?,what,what four,WP,CD,VBP,ENTY
How many countries are there ?,how,how many,WRB,JJ,VBP,NUM
Where does most of the marijuana entering the United States come from ?,where,where does,WRB,VBZ,VBP,LOC
Stuart Hamblen is considered to be the first singing cowboy of which medium ?,which,which medium,WDT,NN,VBN,ENTY
What is Steve Rogers 's profession when he 's not Captain America ?,when,what is when he,WRB,PRP,VBZ,HUM
What is the most common cancer ?,what,what is,WP,VBZ,VBZ,ENTY
Who are the top 10 richest people in the world ?,who,who are,WP,VBP,VBP,HUM
How do I contact Answers.com direct ?,how,how do,WRB,VBP,VB,DESC
What causes a person to have constantly sweaty hands and feet ?,what,what causes,WP,VBZ,JJ,DESC
What happened to Answers.com ?,what,what happened,WP,VBD,VBD,DESC
What is the spectrum of a sine wave ?,what,what is,WP,VBZ,VBZ,DESC
What ethnic group introduced the idea of potlatch ?,what,what ethnic,WDT,JJ,VBD,HUM
What is a person 's socioeconomic position ?,what,what is,WP,VBZ,VBZ,DESC
What do you say to a friend who ignores you for other friends ?,who,what do who ignores,WP,VBZ,VB,DESC
How many yards are in 1 mile ?,how,how many,WRB,JJ,VBP,NUM
What actor was the first man to appear on the cover of McCall 's ?,what,what actor,WDT,NN,VBD,HUM
"What does R.E.M. stand for , as in the rock group R.E.M. ?",what,what does,WP,VBZ,VB,ABBR
What Cruise Line does Kathie Lee Gifford advertise for ?,what,what cruise,WP,NN,VBP,HUM
What does the name Jenna mean ?,what,what does,WP,VBZ,VB,DESC
Why do girls have to wear training bras ?,why,why do,WRB,VBP,VB,DESC
When was the first successful heart transplant for a human ?,when,when was,WRB,VBD,VBD,NUM
How did Edith Bunker die ?,how,how did,WRB,VBD,VB,DESC
"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?",what,what country,WP,NN,VBZ,LOC
Define Spumante .,,,,,NNP,DESC
What does pH stand for ?,what,what does,WP,VBZ,VB,ABBR
What country is Mount Everest in ?,what,what country,WDT,NN,VBZ,LOC
Which country is the largest country in Latin America ?,which,which country,WDT,NN,VBZ,LOC
Name the Four Horsemen of the Apocalypse .,,,,,VB,HUM
What are geckos ?,what,what are,WP,VBP,NN,DESC
What is the name of a book written by Aaron Hass ?,what,what is,WP,VBZ,VBZ,ENTY
What is cosmology ?,what,what is,WP,VBZ,VBZ,DESC
How many watts make a kilowatt ?,how,how many,WRB,JJ,VBP,NUM
What TV series features the adventures of a married couple named Jonathan and Jennifer ?,what,what tv,WP,NN,VBZ,ENTY
What female faith healer wrote the inspirational book I Believe in Miracles ?,what,what female,WDT,JJ,VBD,HUM
Who was Jinnah ?,who,who was,WP,VBD,VBD,HUM
What did Esquire name Ash Hole of the Year for 1980 ?,what,what did,WP,VBD,VBD,ENTY
Where did King Francis I hang the `` Mona Lisa '' when he owned it ?,when,where did when he,WRB,PRP,VBP,LOC
What 's been the ruin of many a poor boy in New Orleans ?,what,what 's,WP,VBZ,VBN,ENTY
